date;op;hp;lp;cp
29.02.2024;292.31;293.2;291.3;292.19
01.03.2024;292.2;295.88;292.2;295.38
04.03.2024;295.87;299.5;295.8;299.17
05.03.2024;299.33;300.41;297.57;298.4
06.03.2024;298.2;299.33;296.82;297.71
07.03.2024;297.72;300.58;297.24;300.4
11.03.2024;301;302.95;298.5;299.79
12.03.2024;299.6;301.07;297.34;300.9
13.03.2024;301.2;301.49;298.7;298.85
14.03.2024;298.5;298.7;295.14;295.83
15.03.2024;295.71;299.44;295.29;298.3
18.03.2024;299.4;299.98;297.63;298.87
19.03.2024;298.3;299.4;294.21;295.2
20.03.2024;295.3;296.88;293.52;295.4
21.03.2024;295.99;297.3;291.8;295.62
22.03.2024;295.77;296.79;291.05;292.99
25.03.2024;294;294.93;292.13;293.9
26.03.2024;294.5;295.82;293.04;294.11
27.03.2024;294.47;295.11;293.47;295.1
28.03.2024;295.5;299.3;295.5;299
29.03.2024;299.38;299.5;298;298.72
01.04.2024;300;301.65;299.5;300.43
02.04.2024;300.43;300.99;298.95;300.38
03.04.2024;300.4;307.13;300.17;306.72
04.04.2024;306.8;307.77;304.36;304.61
05.04.2024;304.62;306.5;303.7;306.1
08.04.2024;306.5;308.6;306.22;307.75
09.04.2024;308.1;309.35;305.51;306.76
10.04.2024;306.76;307.14;304.62;306.48
11.04.2024;306.7;308;305.7;306.95
12.04.2024;307.4;307.87;306.3;307.1
15.04.2024;307.47;308.39;306.64;307.99
16.04.2024;308;308.65;307;308.29
17.04.2024;308.65;309.74;305.91;306.59
18.04.2024;306.01;308.29;305.05;307.99
19.04.2024;308;308.38;306.8;307.38
22.04.2024;308;315;307.38;314.99
23.04.2024;315.39;315.79;306.26;307.39
24.04.2024;307.5;309.79;306.65;307.94
25.04.2024;307.95;309.07;307.45;308.41
26.04.2024;308.5;309.9;308;309
27.04.2024;309.25;309.99;308.7;308.98
29.04.2024;309.14;309.6;307.65;308.97
30.04.2024;309.19;309.49;308.03;308.24
02.05.2024;308.7;309.19;306.8;307.37
03.05.2024;307.11;308.29;304.34;307.53
06.05.2024;308.1;308.1;305.55;306.01
07.05.2024;306.23;308.87;306.21;308.22
08.05.2024;308.41;311.83;308.08;311.21
10.05.2024;311.5;313.5;311.31;313.49
